TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TimeSinceLastTransaction,Fraud,KMeans_Cluster,KMeans_Distance,KMeans_Fraud,ZScore_Fraud,IsoForest_Score,IsoForest_Fraud,LogReg_Fraud
TX001182,AC00093,132.42,2023-07-24 16:22:38,Debit,Denver,D000019,203.174.215.229,M069,ATM,164,1,726.39,2024-11-04 08:11:58,-40492160.0,False,4,0.6665901924573701,False,False,0.24298096814408898,False,False
TX002017,AC00001,212.97,2023-11-14 16:56:34,Debit,Atlanta,D000492,45.241.13.208,M003,Online,178,1,4180.4,2024-11-04 08:10:42,-30726848.0,False,4,0.9053864025712579,False,False,0.2331737205221714,False,False
TX002204,AC00056,168.34,2023-06-27 18:14:30,Debit,Phoenix,D000638,81.222.37.186,M068,ATM,240,1,7483.01,2024-11-04 08:11:10,-42818200.0,False,0,1.8433225361018224,False,False,0.1909234295229496,False,False
TX000929,AC00479,22.26,2023-01-30 18:50:00,Debit,San Antonio,D000028,211.45.75.44,M057,Branch,56,1,5583.88,2024-11-04 08:08:53,-55603133.0,False,0,1.3091799374106161,False,False,0.23732045124652795,False,False
TX000172,AC00268,119.18,2023-08-25 18:01:38,Debit,Los Angeles,D000309,7.105.184.86,M093,Branch,96,1,5516.5,2024-11-04 08:07:34,-37721156.0,False,0,0.9238530956530907,False,False,0.25742919046936275,False,False
TX001843,AC00337,878.63,2023-04-06 16:59:33,Debit,Columbus,D000636,61.95.76.233,M080,ATM,139,1,4954.37,2024-11-04 08:07:05,-49907252.0,False,1,0.3792954689970612,False,False,0.1816596919995052,False,False
TX000442,AC00351,92.29,2023-02-15 16:17:59,Debit,Albuquerque,D000264,210.136.14.108,M015,Branch,115,1,2026.32,2024-11-04 08:11:25,-54230006.0,False,4,0.37343938976101154,False,False,0.25228129006744954,False,False
TX000221,AC00391,131.56,2023-10-19 16:42:37,Debit,Charlotte,D000203,27.215.118.94,M014,Branch,42,1,5873.54,2024-11-04 08:07:12,-32973875.0,False,0,1.2676807924514348,False,False,0.25122131622985955,False,False
TX000276,AC00055,386.68,2023-10-31 16:48:01,Debit,New York,D000453,207.157.126.125,M019,Branch,128,1,6863.06,2024-11-04 08:06:28,-31936707.0,False,0,0.8137036214548754,False,False,0.238702818899921,False,False
TX000426,AC00490,107.4,2023-06-22 16:47:47,Debit,Virginia Beach,D000271,146.69.70.214,M079,Online,32,1,344.07,2024-11-04 08:08:03,-43255216.0,False,4,1.444602366944479,False,False,0.21745686172156176,False,False
TX001851,AC00004,13.16,2023-05-01 17:36:10,Debit,Mesa,D000098,161.177.41.214,M084,Branch,98,1,1019.46,2024-11-04 08:10:30,-47745260.0,False,4,0.7825857465934053,False,False,0.2399510133884724,False,False
TX001936,AC00328,378.68,2023-01-06 17:23:59,Debit,Fort Worth,D000653,31.75.105.19,M095,ATM,239,1,7627.04,2024-11-04 08:07:11,-57681792.0,False,0,1.9084652746710007,False,False,0.18164756738803695,False,False
TX002024,AC00106,241.18,2023-05-30 18:29:15,Debit,Mesa,D000616,12.240.113.200,M025,ATM,162,1,1445.53,2024-11-04 08:06:56,-45236261.0,False,4,0.5556790670457014,False,False,0.24527871737645746,False,False
TX000071,AC00217,133.55,2023-07-18 16:12:00,Debit,Atlanta,D000201,40.226.196.34,M091,ATM,220,1,3846.28,2024-11-04 08:10:18,-41011098.0,False,4,1.4044086710443533,False,False,0.19163823236516703,False,False
TX001745,AC00200,289.18,2023-08-29 16:17:55,Debit,Baltimore,D000110,190.164.160.79,M067,ATM,64,1,3139.75,2024-11-04 08:11:11,-37381996.0,False,4,0.9887819125618823,False,False,0.2440780529037192,False,False
TX001808,AC00493,218.07,2023-11-06 18:42:53,Debit,Austin,D000002,9.230.41.239,M067,Branch,243,1,443.62,2024-11-04 08:06:31,-31411418.0,False,4,1.700312633661735,False,False,0.17965311800985062,False,False
TX002411,AC00129,206.25,2023-10-03 16:22:49,Debit,Baltimore,D000045,157.47.114.20,M074,ATM,56,1,3651.07,2024-11-04 08:07:59,-34357510.0,False,4,1.0799426619398085,False,False,0.2442795074995711,False,False
TX001007,AC00255,353.68,2023-11-06 16:32:58,Debit,Las Vegas,D000614,147.234.20.46,M030,Online,145,1,6777.12,2024-11-04 08:08:35,-31419337.0,False,0,0.8520337151324341,False,False,0.2435819134112251,False,False
TX002348,AC00363,584.51,2023-08-25 17:47:07,Debit,Denver,D000697,113.201.172.36,M010,ATM,76,1,3254.56,2024-11-04 08:08:49,-37722102.0,False,1,1.1108642403514808,False,False,0.21711830776528646,False,False
TX001184,AC00366,83.16,2023-08-16 16:11:56,Debit,Los Angeles,D000037,45.64.74.86,M091,ATM,177,1,3065.87,2024-11-04 08:08:46,-38505410.0,False,4,0.8344386594415762,False,False,0.2297052367999829,False,False
TX002247,AC00033,46.53,2023-06-22 17:27:50,Debit,San Francisco,D000287,133.67.250.163,M082,ATM,34,1,4468.12,2024-11-04 08:07:22,-43252772.0,False,4,1.5288699767072664,False,False,0.22231657067760557,False,False
TX001542,AC00016,69.96,2023-10-16 17:43:00,Debit,Baltimore,D000397,184.146.10.88,M060,Branch,31,1,164.12,2024-11-04 08:08:13,-33229513.0,False,4,1.5029983392170665,False,False,0.19115365091812964,False,False
TX001904,AC00003,384.11,2023-05-15 16:35:43,Debit,Fort Worth,D000290,194.88.79.54,M032,ATM,12,1,7902.52,2024-11-04 08:06:36,-46539053.0,False,0,1.5498264294418336,False,False,0.1838707487478295,False,False
TX000535,AC00152,227.22,2023-03-27 18:52:04,Debit,El Paso,D000350,197.187.216.106,M074,ATM,220,1,832.82,2024-11-04 08:11:56,-50764792.0,False,4,1.3637336363083918,False,False,0.20590410099576673,False,False
TX001699,AC00356,265.44,2023-01-17 16:41:18,Debit,San Antonio,D000341,10.223.224.50,M090,ATM,169,1,9700.77,2024-11-04 08:09:38,-56734100.0,False,0,0.8654177122194886,False,False,0.20127282107814481,False,False
TX002483,AC00347,411.47,2023-12-25 16:25:42,Debit,Fort Worth,D000110,33.28.138.82,M080,ATM,120,1,796.63,2024-11-04 08:11:11,-27186329.0,False,4,0.8416051926472814,False,False,0.23662418919678146,False,False
TX000295,AC00148,757.41,2023-05-05 16:31:53,Debit,Los Angeles,D000383,125.89.163.224,M048,ATM,37,1,9532.42,2024-11-04 08:09:03,-47403430.0,False,1,1.8617663893452479,False,False,0.13117626069221555,False,False
TX000725,AC00279,39.11,2023-09-01 18:05:37,Debit,Columbus,D000241,196.121.240.10,M052,Online,143,1,518.54,2024-11-04 08:08:27,-37116170.0,False,4,0.7002520344364046,False,False,0.23964361162010056,False,False
TX002419,AC00067,456.05,2023-03-17 17:03:03,Debit,Detroit,D000220,90.111.245.138,M073,Branch,20,1,11729.51,2024-11-04 08:10:37,-51635254.0,False,0,1.7355344365542997,False,False,0.14722752890787316,False,False
TX001035,AC00092,98.03,2023-12-18 18:41:26,Debit,El Paso,D000697,49.20.211.229,M095,Branch,165,1,6323.45,2024-11-04 08:08:36,-27782830.0,False,0,1.050739442720136,False,False,0.23782290063355355,False,False
TX001276,AC00221,170.24,2023-06-05 16:24:12,Debit,San Francisco,D000150,47.167.178.158,M050,Branch,133,1,5172.99,2024-11-04 08:08:04,-44725432.0,False,4,0.805710277032852,False,False,0.25892149129828296,False,False
TX000481,AC00306,144.3,2023-12-08 17:24:44,Debit,Oklahoma City,D000098,93.170.203.44,M049,ATM,88,1,312.19,2024-11-04 08:10:39,-28651555.0,False,4,0.7387330417378676,False,False,0.2341217905202851,False,False
TX001043,AC00246,180.65,2023-12-04 17:54:09,Debit,Charlotte,D000552,10.223.224.50,M012,Branch,38,5,816.01,2024-11-04 08:09:50,-28995341.0,True,3,2.456912029289134,False,True,-0.01814624805626719,True,True
TX002465,AC00279,54.52,2023-03-02 17:32:19,Debit,Indianapolis,D000582,110.247.153.70,M047,Branch,164,1,6980.98,2024-11-04 08:09:06,-52929407.0,False,0,1.0159856099231588,False,False,0.23927170247633078,False,False
TX000297,AC00381,475.36,2023-10-02 16:03:09,Debit,Phoenix,D000540,132.127.5.187,M018,ATM,105,1,2000.6,2024-11-04 08:06:59,-34445030.0,False,4,1.0292122059809636,False,False,0.23881357161734423,False,False
TX000407,AC00401,364.42,2023-10-10 17:07:27,Debit,Colorado Springs,D000469,120.32.147.210,M078,ATM,146,1,8119.73,2024-11-04 08:09:16,-33750109.0,False,0,0.7355849877738525,False,False,0.23643105817901028,False,False
TX001399,AC00410,282.65,2023-03-08 17:42:36,Debit,Fort Worth,D000626,135.73.131.111,M012,ATM,161,1,13801.15,2024-11-04 08:08:51,-52410375.0,False,0,1.5115065644468972,False,False,0.12665906678227323,False,False
TX000083,AC00236,922.55,2023-01-23 16:32:48,Debit,Detroit,D000206,21.97.154.92,M004,ATM,87,1,4715.84,2024-11-04 08:11:07,-56216299.0,False,1,0.5461221745276166,False,False,0.17518640916750894,False,False
TX000351,AC00040,294.15,2023-02-02 16:19:31,Debit,Fresno,D000504,112.86.148.212,M020,Online,136,1,6362.16,2024-11-04 08:07:20,-55352869.0,False,0,0.7650774215759655,False,False,0.25275529733829744,False,False
TX000531,AC00369,541.79,2023-08-11 16:43:45,Debit,Mesa,D000558,93.169.212.219,M098,ATM,125,1,1454.08,2024-11-04 08:11:29,-38935664.0,False,4,1.2216203303749973,False,False,0.23274354027850036,False,False
TX000104,AC00464,196.16,2023-02-24 16:29:23,Debit,Virginia Beach,D000164,204.34.243.93,M099,Branch,146,1,9418.86,2024-11-04 08:08:32,-53451549.0,False,0,0.5141797497683683,False,False,0.22465311675960842,False,False
TX000220,AC00417,361.27,2023-01-06 17:01:53,Debit,Omaha,D000676,78.100.105.143,M088,ATM,180,1,7945.57,2024-11-04 08:10:07,-57683294.0,False,0,1.113026772538345,False,False,0.22276455708144605,False,False
TX000741,AC00153,381.62,2023-01-27 16:40:28,Debit,Las Vegas,D000670,187.223.139.194,M097,Online,164,1,6009.12,2024-11-04 08:11:46,-55870278.0,False,0,1.1823404614870905,False,False,0.22963394922629238,False,False
TX000968,AC00185,21.41,2023-12-04 16:27:03,Debit,Louisville,D000092,195.164.171.146,M062,Online,99,1,658.91,2024-11-04 08:08:40,-29000497.0,False,4,0.7938546411551577,False,False,0.24110527128186282,False,False
TX002161,AC00297,179.38,2023-08-10 18:31:00,Debit,Chicago,D000499,112.56.160.202,M074,Online,28,1,8741.51,2024-11-04 08:08:34,-39015454.0,False,0,1.1904779854722016,False,False,0.2185904304948561,False,False
TX002265,AC00369,638.24,2023-03-09 18:04:32,Debit,Phoenix,D000225,29.168.185.63,M047,Branch,64,1,5695.78,2024-11-04 08:11:49,-52322837.0,False,1,1.1412123636293756,False,False,0.20632014677219618,False,False
TX002399,AC00308,153.55,2023-11-08 17:53:52,Debit,Denver,D000438,168.55.35.243,M099,Online,16,1,5619.91,2024-11-04 08:07:38,-31241626.0,False,0,1.592690830769006,False,False,0.20590473583237,False,False
TX000673,AC00497,8.37,2023-01-12 16:21:27,Debit,Colorado Springs,D000425,143.212.47.226,M011,ATM,135,1,1106.34,2024-11-04 08:11:23,-57167396.0,False,4,0.6836020942795105,False,False,0.23311585149604536,False,False
TX000063,AC00425,349.64,2023-11-07 16:48:23,Debit,Las Vegas,D000516,9.230.41.239,M097,Online,226,1,6651.62,2024-11-04 08:08:09,-31331986.0,False,0,1.767387127649502,False,False,0.19540328601776297,False,False
TX001925,AC00492,129.35,2023-08-28 16:31:48,Debit,Las Vegas,D000631,179.43.245.131,M040,ATM,130,1,7166.88,2024-11-04 08:09:41,-37467473.0,False,0,0.5553969172057993,False,False,0.25241289214195173,False,False
TX002368,AC00032,239.85,2023-01-26 16:17:52,Debit,Tucson,D000001,121.67.144.20,M047,ATM,50,1,1477.63,2024-11-04 08:07:51,-55957799.0,False,4,1.111859135558503,False,False,0.2390265277928182,False,False
TX002376,AC00384,16.53,2023-07-24 17:07:27,Debit,Houston,D000078,52.1.78.30,M017,ATM,220,1,707.95,2024-11-04 08:08:29,-40489262.0,False,4,1.4888075499940066,False,False,0.18636106684516174,False,False
TX000107,AC00013,114.98,2023-11-01 16:52:01,Debit,Seattle,D000182,115.218.48.83,M032,Online,80,1,6144.68,2024-11-04 08:09:24,-31850243.0,False,0,0.8757257482617226,False,False,0.260881380997916,False,False
TX002402,AC00073,953.17,2023-10-12 17:39:08,Debit,Raleigh,D000114,115.96.94.156,M024,Online,84,1,3506.11,2024-11-04 08:08:48,-33575380.0,False,1,0.6300318749503144,False,False,0.16584071098804615,False,False
TX001873,AC00203,429.15,2023-03-09 16:21:09,Debit,Las Vegas,D000193,41.0.10.107,M054,Branch,218,1,712.13,2024-11-04 08:11:30,-52329021.0,False,4,1.5710513184350516,False,False,0.19745600767314087,False,False
TX001650,AC00434,29.5,2023-07-20 18:26:11,Debit,San Antonio,D000451,218.54.207.160,M008,Online,129,1,1229.32,2024-11-04 08:09:30,-40830199.0,False,4,0.5954132073692822,False,False,0.24780077062744466,False,False
TX000547,AC00005,420.28,2023-05-17 17:28:25,Debit,Washington,D000677,110.150.1.201,M002,Branch,144,1,8557.32,2024-11-04 08:09:01,-46363236.0,False,0,0.855283215115828,False,False,0.21760630157152427,False,False
TX000715,AC00175,1.87,2023-10-20 18:34:41,Debit,Washington,D000165,30.229.179.194,M014,ATM,147,1,7287.94,2024-11-04 08:09:48,-32880907.0,False,0,0.9454891916687531,False,False,0.22905576877522138,False,False
TX001298,AC00275,547.98,2023-10-24 17:04:59,Debit,Oklahoma City,D000218,79.227.202.117,M070,ATM,171,1,1358.54,2024-11-04 08:09:19,-32540660.0,False,4,1.3933775375936084,False,False,0.20962977480037032,False,False
TX001002,AC00458,317.12,2023-12-11 16:03:50,Debit,Fort Worth,D000007,57.232.212.116,M018,Branch,80,1,14409.74,2024-11-04 08:08:08,-28397058.0,False,0,1.5895183647177566,False,False,0.13583275700294117,False,False
TX000044,AC00117,55.32,2023-04-12 16:03:37,Debit,Tucson,D000197,173.135.78.201,M009,ATM,117,1,241.79,2024-11-04 08:08:03,-49392266.0,False,4,0.6846498645149349,False,False,0.22410114436748635,False,False
TX001382,AC00304,313.69,2023-03-10 16:35:33,Debit,Oklahoma City,D000211,53.131.194.183,M034,Branch,152,1,7093.68,2024-11-04 08:10:23,-52241690.0,False,0,0.7956527699447151,False,False,0.24480861559253553,False,False
TX000732,AC00394,230.32,2023-05-15 18:15:33,Debit,Las Vegas,D000272,49.174.157.140,M015,Branch,56,1,791.46,2024-11-04 08:08:34,-46533181.0,False,4,1.0679100961520196,False,False,0.24237789445354951,False,False
TX001297,AC00070,93.22,2023-04-07 17:11:35,Debit,Charlotte,D000140,70.130.169.235,M030,Online,52,1,1014.63,2024-11-04 08:09:41,-49820286.0,False,4,1.1439607873786852,False,False,0.24061680659574947,False,False
TX001798,AC00359,297.6,2023-10-03 16:48:49,Debit,Milwaukee,D000255,192.95.36.246,M099,Online,162,1,1461.17,2024-11-04 08:09:49,-34356060.0,False,4,0.6432238331588733,False,False,0.2432799274044986,False,False
TX000619,AC00170,171.11,2023-05-15 16:52:24,Debit,San Francisco,D000172,55.154.161.250,M084,ATM,171,1,6324.09,2024-11-04 08:08:40,-46538176.0,False,0,1.0534674966706277,False,False,0.24000104086148322,False,False
TX001178,AC00211,224.73,2023-02-09 16:27:52,Debit,Miami,D000005,3.102.127.165,M002,Branch,63,1,7551.89,2024-11-04 08:08:39,-54747647.0,False,0,0.7600077885423022,False,False,0.2402326049057622,False,False
TX001943,AC00499,837.29,2023-11-27 16:14:25,Debit,Phoenix,D000189,217.233.219.196,M002,Branch,216,1,6012.67,2024-11-04 08:07:12,-29605967.0,False,1,1.4608063735205346,False,False,0.13617932508914865,False,False
TX001964,AC00220,483.92,2023-10-16 18:57:30,Debit,New York,D000046,145.179.219.57,M092,ATM,115,1,3138.0,2024-11-04 08:06:59,-33224969.0,False,4,1.058855976416062,False,False,0.23629608309567318,False,False
TX000612,AC00242,35.16,2023-10-25 17:50:23,Debit,Chicago,D000075,195.237.152.198,M029,Branch,130,1,8459.18,2024-11-04 08:10:34,-32451611.0,False,0,0.6530143148446581,False,False,0.2298914773355616,False,False
TX001970,AC00189,146.55,2023-08-03 18:35:54,Debit,Virginia Beach,D000163,82.75.200.117,M002,Online,124,5,4087.44,2024-11-04 08:07:38,-39619904.0,True,3,1.8211574031811362,False,True,-0.025420218508295234,True,True
TX000062,AC00002,263.99,2023-05-16 16:07:30,Debit,Dallas,D000285,7.146.35.122,M087,Branch,227,2,4175.02,2024-11-04 08:11:03,-46454613.0,False,4,2.3068588356383923,False,False,0.07237113978766085,False,False
TX000836,AC00078,16.73,2023-11-30 17:48:36,Debit,Omaha,D000660,205.45.234.42,M022,Online,165,1,7591.13,2024-11-04 08:08:04,-29341168.0,False,0,1.0424282368260969,False,False,0.2181292799118546,False,False
TX000227,AC00212,163.68,2023-09-28 16:20:57,Debit,San Diego,D000440,35.67.21.23,M087,Branch,292,1,10090.05,2024-11-04 08:11:01,-34789804.0,False,0,2.571900022404668,False,False,0.10843271201310578,False,False
TX001930,AC00269,114.03,2023-11-24 16:30:21,Debit,Portland,D000010,10.191.172.154,M081,ATM,172,1,13388.56,2024-11-04 08:11:42,-29864481.0,False,0,1.514739352430317,False,False,0.13765159150488882,False,False
TX001597,AC00411,11.86,2023-09-05 16:43:36,Debit,Sacramento,D000165,148.112.151.27,M054,Branch,129,1,6782.61,2024-11-04 08:08:52,-36775516.0,False,0,0.8813147923963219,False,False,0.2335134217534301,False,False
TX002412,AC00362,116.76,2023-01-16 16:55:13,Debit,Philadelphia,D000496,60.153.124.80,M067,ATM,212,1,4480.43,2024-11-04 08:07:09,-56819516.0,False,4,1.374777119195303,False,False,0.21173895851118535,False,False
TX000740,AC00014,346.65,2024-01-01 16:17:13,Debit,Washington,D000077,43.98.242.106,M062,Online,60,1,6356.96,2024-11-04 08:06:58,-26581785.0,False,0,1.07147209806952,False,False,0.23696374556286393,False,False
TX000899,AC00083,1531.31,2023-10-23 18:00:29,Debit,San Diego,D000319,91.204.200.167,M078,Online,62,4,859.86,2024-11-04 08:06:40,-32623571.0,True,2,0.0,False,True,-0.056296005642779035,True,True
TX001100,AC00456,543.47,2023-08-14 17:18:07,Debit,Los Angeles,D000388,160.212.125.105,M092,ATM,122,1,6165.03,2024-11-04 08:11:42,-38674415.0,False,1,1.180006278311296,False,False,0.22624800192085404,False,False
TX000463,AC00074,17.45,2023-09-13 16:41:19,Debit,Omaha,D000630,28.149.72.129,M059,ATM,88,1,1959.52,2024-11-04 08:09:39,-36084500.0,False,4,0.8064026149664181,False,False,0.2450345642259289,False,False
TX002460,AC00483,235.34,2023-10-16 16:13:57,Debit,Washington,D000631,198.166.198.233,M085,Branch,68,1,566.83,2024-11-04 08:12:01,-33235084.0,False,4,0.9374676405293062,False,False,0.24685248235197726,False,False
TX000769,AC00233,445.79,2023-07-07 17:19:39,Debit,Las Vegas,D000308,207.157.126.125,M052,ATM,161,1,717.99,2024-11-04 08:12:05,-41957546.0,False,4,1.0674024381858478,False,False,0.22184814079066706,False,False
TX001668,AC00495,206.95,2023-08-03 16:19:27,Debit,Seattle,D000603,142.160.124.244,M084,Branch,31,1,1817.65,2024-11-04 08:07:36,-39628089.0,False,4,1.3575641586234621,False,False,0.2324592604229309,False,False
TX000757,AC00154,333.78,2023-11-30 17:53:48,Debit,San Diego,D000444,49.31.186.82,M057,ATM,98,1,6810.94,2024-11-04 08:07:50,-29340842.0,False,0,0.689372030453349,False,False,0.25001115095940224,False,False
TX002021,AC00390,98.48,2023-02-16 17:14:41,Debit,Miami,D000440,202.194.199.70,M090,Branch,12,1,9538.92,2024-11-04 08:11:29,-54140208.0,False,0,1.4769197769845166,False,False,0.1526330890809341,False,False
TX000251,AC00304,760.53,2023-09-04 18:13:25,Debit,Phoenix,D000651,177.116.108.246,M005,Online,118,1,6179.91,2024-11-04 08:09:35,-36856570.0,False,1,0.626857292869393,False,False,0.1937521538628294,False,False
TX002133,AC00274,341.88,2023-06-14 16:34:43,Debit,Austin,D000321,3.11.254.2,M053,ATM,89,1,4159.52,2024-11-04 08:11:00,-43947377.0,False,4,0.9193297093833314,False,False,0.2527529647009741,False,False
TX001516,AC00468,170.36,2023-03-27 16:56:29,Debit,Indianapolis,D000225,133.63.96.21,M091,ATM,118,1,6034.73,2024-11-04 08:09:24,-50771575.0,False,0,0.7234078447390615,False,False,0.25233849531755215,False,False
TX000594,AC00039,139.57,2023-11-17 17:59:11,Debit,Fort Worth,D000222,13.30.106.126,M030,ATM,263,3,271.78,2024-11-04 08:07:23,-30463692.0,True,3,2.8700036664599344,False,True,0.00329234974091408,False,True
TX001598,AC00105,122.65,2023-08-17 16:26:57,Debit,Columbus,D000253,119.199.76.61,M039,Online,41,1,1968.51,2024-11-04 08:06:57,-38418000.0,False,4,1.2346875127976875,False,False,0.2488765989166482,False,False
TX001174,AC00342,205.65,2023-07-13 16:44:25,Debit,Houston,D000105,157.164.245.130,M080,Branch,144,1,3582.16,2024-11-04 08:09:27,-41441102.0,False,4,0.45721904484978443,False,False,0.24194609680846663,False,False
TX000805,AC00272,351.99,2023-06-12 16:58:04,Debit,Chicago,D000513,15.176.70.194,M001,ATM,45,2,3663.64,2024-11-04 08:11:23,-44118799.0,False,4,2.1857163486903692,False,False,0.0952132385884662,False,False
TX002005,AC00008,76.16,2023-11-21 16:45:29,Debit,San Francisco,D000539,100.128.70.210,M060,ATM,99,1,1072.25,2024-11-04 08:12:04,-30122795.0,False,4,0.6157611230308606,False,False,0.2546926467701138,False,False
