,TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Customer_ID,TimeSinceLastTransaction,Fraud,Threat Level,Threat_Level
23,TX000036,AC00267,124.76,2023-10-16 16:32:56,Debit,Seattle,D000042,59.145.242.13,M002,Branch,45,1,5764.72,2024-11-04 08:06:23,93240,-33233607.0,0,0.0,Low
24,TX000037,AC00404,78.13,2023-11-21 16:58:44,Debit,Milwaukee,D000250,33.28.138.82,M028,Branch,145,1,900.61,2024-11-04 08:12:18,91308,-30122014.0,0,0.0,Low
25,TX000038,AC00202,649.28,2023-03-02 17:53:32,Debit,San Jose,D000448,73.108.76.238,M074,ATM,137,1,4875.86,2024-11-04 08:11:15,53499,-52928263.0,0,0.0,Low
26,TX000039,AC00478,795.31,2023-10-12 17:07:40,Debit,Mesa,D000077,49.29.37.185,M048,ATM,90,2,7914.88,2024-11-04 08:11:17,56111,-33577417.0,1,1.0,Low
27,TX000040,AC00405,335.63,2023-01-24 17:17:20,Debit,Oklahoma City,D000038,49.20.211.229,M040,Online,216,1,1019.39,2024-11-04 08:07:32,39571,-56127012.0,0,0.0,Low
28,TX000041,AC00421,328.47,2023-07-31 18:39:50,Debit,San Antonio,D000557,6.234.101.35,M014,ATM,119,1,4323.66,2024-11-04 08:07:31,99691,-39878861.0,0,0.0,Low
29,TX000042,AC00480,34.02,2023-01-09 16:13:21,Debit,Philadelphia,D000627,109.105.179.186,M046,Online,19,1,14214.48,2024-11-04 08:11:45,38022,-57427104.0,0,0.0,Low
30,TX000044,AC00117,55.32,2023-04-12 16:03:37,Debit,Tucson,D000197,173.135.78.201,M009,ATM,117,1,241.79,2024-11-04 08:08:03,76608,-49392266.0,0,0.0,Low
31,TX000045,AC00011,304.31,2023-07-26 16:52:28,Debit,Louisville,D000685,77.208.193.198,M005,Branch,33,1,868.61,2024-11-04 08:09:53,64327,-40317445.0,0,0.0,Low
32,TX000046,AC00401,435.27,2023-10-04 17:49:29,Debit,Chicago,D000297,197.162.55.147,M051,Branch,90,1,4673.28,2024-11-04 08:11:12,32202,-34266103.0,0,0.0,Low
33,TX000047,AC00282,164.49,2023-12-13 16:01:38,Debit,Baltimore,D000103,113.115.81.178,M070,Branch,75,1,1509.27,2024-11-04 08:10:33,15725,-28224535.0,0,0.0,Low
34,TX000048,AC00439,510.24,2023-10-09 16:29:40,Debit,Oklahoma City,D000397,186.135.2.148,M090,Online,105,1,781.7,2024-11-04 08:11:35,55157,-33838915.0,0,0.0,Low
35,TX000049,AC00296,626.9,2023-11-27 16:45:57,Debit,Denver,D000284,93.146.251.20,M023,Online,138,1,265.51,2024-11-04 08:07:24,47588,-29604087.0,0,0.0,Low
36,TX000052,AC00482,424.56,2023-02-21 17:45:55,Debit,Omaha,D000598,179.43.245.131,M015,Online,264,1,5183.85,2024-11-04 08:09:02,56843,-53706187.0,0,0.0,Low
37,TX000053,AC00115,85.43,2023-06-07 16:45:34,Debit,Virginia Beach,D000235,194.174.252.1,M078,Branch,145,1,14904.9,2024-11-04 08:06:45,10024,-44551271.0,0,0.0,Low
38,TX000054,AC00055,169.5,2023-09-07 16:51:27,Debit,San Diego,D000442,42.219.228.159,M036,Branch,142,1,918.88,2024-11-04 08:08:58,70711,-36602251.0,0,0.0,Low
39,TX000055,AC00419,104.63,2023-03-29 17:47:16,Debit,Omaha,D000642,186.135.2.148,M095,ATM,90,1,4477.78,2024-11-04 08:10:42,87912,-50595806.0,0,0.0,Low
40,TX000056,AC00374,316.95,2023-08-04 17:53:40,Debit,Mesa,D000013,81.102.230.41,M052,Branch,83,1,1324.03,2024-11-04 08:09:15,41791,-39536135.0,0,0.0,Low
41,TX000059,AC00143,386.52,2023-06-09 16:18:15,Debit,Indianapolis,D000145,186.54.68.246,M064,Branch,28,1,5630.61,2024-11-04 08:07:09,41359,-44380134.0,0,0.0,Low
42,TX000060,AC00427,112.07,2023-10-02 16:35:22,Debit,Kansas City,D000089,198.166.198.233,M064,Branch,51,1,930.3,2024-11-04 08:11:37,81499,-34443375.0,0,0.0,Low
43,TX000061,AC00438,568.52,2023-10-06 18:44:37,Debit,Indianapolis,D000233,27.143.109.203,M094,ATM,152,1,5499.91,2024-11-04 08:06:25,94671,-34089708.0,0,0.0,Low
44,TX000062,AC00002,263.99,2023-05-16 16:07:30,Debit,Dallas,D000285,7.146.35.122,M087,Branch,227,2,4175.02,2024-11-04 08:11:03,65496,-46454613.0,0,0.0,Low
45,TX000063,AC00425,349.64,2023-11-07 16:48:23,Debit,Las Vegas,D000516,9.230.41.239,M097,Online,226,1,6651.62,2024-11-04 08:08:09,65613,-31331986.0,0,0.0,Low
46,TX000065,AC00434,5.77,2023-11-02 16:01:40,Debit,Charlotte,D000461,155.164.18.235,M071,Online,124,1,13988.12,2024-11-04 08:11:32,48121,-31766992.0,0,0.0,Low
47,TX000067,AC00319,298.42,2023-04-25 16:11:24,Debit,Indianapolis,D000435,92.214.76.157,M005,Branch,225,1,3014.75,2024-11-04 08:10:12,95268,-48268728.0,0,0.0,Low
48,TX000068,AC00460,521.06,2023-04-18 18:40:47,Debit,Albuquerque,D000305,131.41.45.13,M063,Branch,128,1,1951.42,2024-11-04 08:12:10,29151,-48864683.0,0,0.0,Low
49,TX000071,AC00217,133.55,2023-07-18 16:12:00,Debit,Atlanta,D000201,40.226.196.34,M091,ATM,220,1,3846.28,2024-11-04 08:10:18,54683,-41011098.0,0,0.0,Low
50,TX000072,AC00053,143.21,2023-01-13 17:00:16,Debit,Dallas,D000410,65.164.3.100,M066,Online,135,1,6374.82,2024-11-04 08:09:26,16392,-57078550.0,0,0.0,Low
51,TX000073,AC00282,24.77,2023-07-04 18:20:33,Debit,Boston,D000180,9.230.41.239,M070,ATM,55,1,5866.01,2024-11-04 08:12:15,43454,-42213102.0,0,0.0,Low
52,TX000075,AC00265,1212.51,2023-10-04 16:36:29,Debit,Indianapolis,D000231,193.83.0.183,M036,Branch,24,1,605.95,2024-11-04 08:06:51,29801,-34270222.0,1,1.0,Low
53,TX000076,AC00239,232.12,2023-12-28 17:31:03,Debit,Omaha,D000073,156.173.170.140,M066,ATM,51,1,6689.87,2024-11-04 08:09:17,65592,-26923094.0,0,0.0,Low
54,TX000077,AC00007,162.63,2023-06-12 17:53:52,Debit,Kansas City,D000070,60.153.124.80,M060,Online,113,1,634.17,2024-11-04 08:08:22,77724,-44115270.0,0,0.0,Low
55,TX000078,AC00022,91.53,2023-03-13 16:32:12,Debit,Milwaukee,D000363,94.37.250.128,M095,Branch,69,1,14676.05,2024-11-04 08:11:36,26571,-51982764.0,0,0.0,Low
56,TX000079,AC00464,120.29,2023-12-18 18:46:27,Debit,Miami,D000561,162.198.218.92,M045,Branch,77,1,1362.39,2024-11-04 08:06:50,45019,-27782423.0,0,0.0,Low
57,TX000080,AC00014,174.25,2023-07-17 18:54:31,Debit,Seattle,D000375,130.92.201.49,M032,Online,67,1,10528.34,2024-11-04 08:10:29,74762,-41087758.0,0,0.0,Low
58,TX000081,AC00406,183.71,2023-06-19 18:22:10,Debit,Denver,D000488,86.103.2.29,M074,ATM,102,1,552.52,2024-11-04 08:09:51,13582,-43508861.0,0,0.0,Low
59,TX000083,AC00236,922.55,2023-01-23 16:32:48,Debit,Detroit,D000206,21.97.154.92,M004,ATM,87,1,4715.84,2024-11-04 08:11:07,18936,-56216299.0,0,0.0,Low
60,TX000084,AC00220,259.91,2023-11-06 16:34:10,Debit,Denver,D000616,36.13.239.172,M028,Online,170,1,7176.86,2024-11-04 08:09:38,61068,-31419328.0,0,0.0,Low
61,TX000085,AC00140,154.71,2023-07-03 16:40:24,Debit,San Diego,D000494,167.104.180.235,M030,Online,157,1,1523.72,2024-11-04 08:09:42,55200,-42305358.0,0,0.0,Low
62,TX000087,AC00303,24.56,2023-10-20 17:27:35,Debit,Mesa,D000428,16.131.3.140,M033,Branch,69,1,9869.93,2024-11-04 08:12:05,36244,-32885070.0,0,0.0,Low
63,TX000088,AC00373,568.07,2023-08-28 17:03:53,Debit,Washington,D000018,8.243.4.138,M054,ATM,115,1,10556.81,2024-11-04 08:07:32,19368,-37465419.0,0,0.0,Low
64,TX000090,AC00437,392.96,2023-11-20 16:28:09,Debit,Kansas City,D000141,186.54.68.246,M022,Online,100,1,791.65,2024-11-04 08:08:38,59626,-30210029.0,0,0.0,Low
65,TX000092,AC00310,223.85,2023-10-02 16:36:10,Debit,Kansas City,D000481,133.223.159.151,M009,ATM,55,4,2929.91,2024-11-04 08:08:01,15423,-34443111.0,0,0.0,Low
66,TX000093,AC00149,230.66,2023-03-27 18:16:04,Debit,Houston,D000526,60.43.160.195,M049,Branch,135,1,618.05,2024-11-04 08:10:44,15202,-50766880.0,0,0.0,Low
67,TX000094,AC00373,442.12,2023-12-21 16:37:03,Debit,Los Angeles,D000645,168.36.49.167,M047,Online,260,1,1375.8,2024-11-04 08:08:21,19530,-27531078.0,0,0.0,Low
68,TX000095,AC00425,644.17,2023-03-02 16:05:09,Debit,San Antonio,D000178,165.38.56.205,M093,ATM,72,1,1143.52,2024-11-04 08:08:04,18864,-52934575.0,0,0.0,Low
69,TX000098,AC00011,25.36,2023-07-17 17:08:24,Debit,Louisville,D000192,62.152.134.92,M007,ATM,78,1,201.04,2024-11-04 08:11:05,11204,-41094161.0,0,0.0,Low
70,TX000099,AC00453,147.62,2023-09-01 17:26:02,Debit,Charlotte,D000093,149.84.108.18,M028,Branch,133,1,2115.8,2024-11-04 08:07:22,51978,-37118480.0,0,0.0,Low
71,TX000100,AC00178,115.02,2023-09-11 16:19:04,Debit,San Antonio,D000528,134.222.122.238,M004,Branch,175,1,7643.66,2024-11-04 08:08:38,42510,-36258574.0,0,0.0,Low
72,TX000101,AC00265,383.37,2023-01-24 17:23:56,Debit,Fort Worth,D000321,18.72.115.111,M066,Branch,24,1,8901.93,2024-11-04 08:11:07,67244,-56126831.0,0,0.0,Low
73,TX000104,AC00464,196.16,2023-02-24 16:29:23,Debit,Virginia Beach,D000164,204.34.243.93,M099,Branch,146,1,9418.86,2024-11-04 08:08:32,89862,-53451549.0,0,0.0,Low
74,TX000105,AC00170,129.94,2023-01-02 16:36:02,Debit,Las Vegas,D000647,111.226.226.202,M045,ATM,235,1,7954.92,2024-11-04 08:06:35,76892,-58030233.0,0,0.0,Low
75,TX000106,AC00235,306.9,2023-11-30 16:31:03,Debit,Colorado Springs,D000078,96.115.67.230,M047,Online,51,1,9418.08,2024-11-04 08:10:48,74790,-29345985.0,0,0.0,Low
76,TX000107,AC00013,114.98,2023-11-01 16:52:01,Debit,Seattle,D000182,115.218.48.83,M032,Online,80,1,6144.68,2024-11-04 08:09:24,25483,-31850243.0,0,0.0,Low
77,TX000108,AC00397,756.59,2023-03-06 16:47:02,Debit,Sacramento,D000028,174.61.77.54,M012,Branch,17,1,420.65,2024-11-04 08:11:40,46569,-52586678.0,0,0.0,Low
78,TX000109,AC00423,503.76,2023-11-27 18:32:49,Debit,Los Angeles,D000518,216.151.64.40,M083,Online,35,1,447.82,2024-11-04 08:09:22,93127,-29597793.0,0,0.0,Low
79,TX000110,AC00154,143.03,2023-07-31 16:37:46,Debit,San Antonio,D000469,197.162.55.147,M055,ATM,147,1,7981.45,2024-11-04 08:10:42,14892,-39886376.0,0,0.0,Low
80,TX000111,AC00068,1045.22,2023-11-22 16:13:39,Debit,Columbus,D000400,77.7.223.184,M077,ATM,73,1,1829.9,2024-11-04 08:07:35,10654,-30038036.0,0,0.0,Low
81,TX000112,AC00318,245.54,2023-03-21 16:29:31,Debit,New York,D000536,44.197.126.59,M089,ATM,180,1,985.06,2024-11-04 08:10:26,61062,-51291655.0,0,0.0,Low
82,TX000115,AC00336,327.86,2023-02-10 16:52:48,Debit,Fresno,D000655,188.124.181.12,M051,Online,104,1,480.16,2024-11-04 08:06:30,65074,-54659622.0,0,0.0,Low
83,TX000116,AC00468,2.5,2023-07-21 16:43:11,Debit,San Diego,D000673,44.73.3.217,M042,Online,107,1,12145.27,2024-11-04 08:09:53,52718,-40750002.0,0,0.0,Low
84,TX000119,AC00085,407.65,2023-07-07 16:11:38,Debit,Boston,D000544,98.255.160.110,M041,Online,62,1,8346.64,2024-11-04 08:06:30,82776,-41961292.0,0,0.0,Low
85,TX000120,AC00092,115.83,2023-05-22 17:09:52,Debit,Fresno,D000663,124.6.134.78,M086,Branch,167,1,6481.04,2024-11-04 08:10:02,52329,-45932410.0,0,0.0,Low
86,TX000121,AC00295,53.57,2023-08-16 16:17:12,Debit,Houston,D000489,45.64.74.86,M025,ATM,121,1,1651.33,2024-11-04 08:08:43,20207,-38505091.0,0,0.0,Low
87,TX000123,AC00311,317.87,2023-05-22 17:29:35,Debit,Detroit,D000314,79.227.202.117,M076,Online,91,1,145.5,2024-11-04 08:11:32,82875,-45931317.0,0,0.0,Low
88,TX000124,AC00066,331.65,2023-08-25 17:26:07,Debit,Portland,D000037,26.240.219.199,M006,Online,61,1,4172.57,2024-11-04 08:11:00,52999,-37723493.0,0,0.0,Low
89,TX000125,AC00340,5.04,2023-11-27 16:38:34,Debit,Washington,D000021,63.67.150.226,M001,ATM,41,1,5558.36,2024-11-04 08:10:48,99642,-29604734.0,0,0.0,Low
90,TX000127,AC00208,598.81,2023-09-04 16:48:35,Debit,Philadelphia,D000042,92.214.76.157,M081,Branch,158,1,1415.52,2024-11-04 08:10:13,72900,-36861698.0,0,0.0,Low
91,TX000128,AC00176,841.28,2023-08-09 17:34:26,Debit,Tucson,D000276,101.223.82.253,M083,Online,80,1,1103.64,2024-11-04 08:09:58,10051,-39105332.0,0,0.0,Low
92,TX000129,AC00053,38.15,2023-09-07 16:07:40,Debit,Mesa,D000687,77.21.150.75,M005,Online,108,1,303.68,2024-11-04 08:07:42,33992,-36604802.0,0,0.0,Low
93,TX000130,AC00320,1036.66,2023-07-11 16:39:53,Debit,San Antonio,D000015,53.218.177.171,M062,Branch,144,1,5541.57,2024-11-04 08:09:24,34108,-41614171.0,0,0.0,Low
94,TX000131,AC00382,124.72,2023-07-03 17:14:07,Debit,Oklahoma City,D000118,147.234.20.46,M004,Branch,105,1,6309.8,2024-11-04 08:07:25,81874,-42303198.0,0,0.0,Low
95,TX000133,AC00203,208.04,2023-11-20 17:10:02,Debit,Louisville,D000339,65.27.212.129,M055,Online,273,1,9344.98,2024-11-04 08:08:45,95213,-30207523.0,0,0.0,Low
96,TX000135,AC00349,381.33,2023-08-21 16:46:05,Debit,Albuquerque,D000635,62.251.170.72,M034,ATM,75,1,11835.35,2024-11-04 08:09:32,98356,-38071407.0,0,0.0,Low
97,TX000136,AC00177,16.16,2023-10-16 16:59:36,Debit,Milwaukee,D000465,161.177.41.214,M065,ATM,124,1,14401.17,2024-11-04 08:11:59,41683,-33232343.0,0,0.0,Low
98,TX000137,AC00284,486.08,2023-06-20 17:21:50,Debit,Oklahoma City,D000170,138.87.180.254,M060,Online,68,1,1748.69,2024-11-04 08:07:03,25222,-43425913.0,0,0.0,Low
99,TX000138,AC00272,336.39,2023-01-16 16:53:38,Debit,San Antonio,D000426,203.99.96.114,M003,Branch,18,1,1000.46,2024-11-04 08:09:57,18309,-56819779.0,0,0.0,Low
100,TX000139,AC00405,997.43,2023-11-22 16:07:19,Debit,Seattle,D000661,100.4.40.132,M067,Online,118,1,6810.05,2024-11-04 08:08:25,16550,-30038466.0,0,0.0,Low
101,TX000140,AC00385,234.57,2023-09-01 16:09:08,Debit,Chicago,D000553,45.182.28.148,M045,Online,120,1,263.98,2024-11-04 08:08:47,83729,-37123179.0,0,0.0,Low
102,TX000141,AC00403,6.0,2023-10-23 18:38:15,Debit,Chicago,D000556,18.72.115.111,M090,Online,246,1,5442.76,2024-11-04 08:09:43,35531,-32621488.0,0,0.0,Low
103,TX000142,AC00114,1049.92,2023-10-23 16:50:33,Debit,Detroit,D000522,121.67.144.20,M052,ATM,21,1,2037.85,2024-11-04 08:10:34,41909,-32628001.0,0,0.0,Low
104,TX000143,AC00163,227.14,2023-07-03 17:42:08,Debit,Charlotte,D000439,197.162.55.147,M057,ATM,294,1,341.94,2024-11-04 08:11:34,94857,-42301766.0,0,0.0,Low
105,TX000146,AC00434,45.85,2023-02-16 17:57:10,Debit,Los Angeles,D000241,163.129.70.210,M085,ATM,92,1,1659.15,2024-11-04 08:07:24,13403,-54137414.0,0,0.0,Low
106,TX000147,AC00385,973.39,2023-08-30 17:23:20,Debit,Sacramento,D000292,202.194.199.70,M026,Branch,296,1,2042.22,2024-11-04 08:11:44,83093,-37291704.0,0,0.0,Low
107,TX000148,AC00161,514.95,2023-04-13 18:37:48,Debit,New York,D000109,23.92.205.75,M056,Online,142,5,421.93,2024-11-04 08:10:01,71132,-49296733.0,1,3.0,Medium
108,TX000149,AC00333,415.5,2023-07-28 16:29:23,Debit,Memphis,D000330,140.212.253.222,M077,ATM,141,1,10113.66,2024-11-04 08:10:23,69699,-40146060.0,0,0.0,Low
109,TX000150,AC00279,265.76,2023-02-06 17:48:55,Debit,Philadelphia,D000158,3.157.63.220,M049,Online,92,1,4446.17,2024-11-04 08:12:18,24444,-55002203.0,0,0.0,Low
110,TX000151,AC00072,69.4,2023-07-24 18:08:43,Debit,Virginia Beach,D000413,216.151.64.40,M073,Online,113,1,6452.77,2024-11-04 08:09:04,28144,-40485621.0,0,0.0,Low
111,TX000153,AC00303,267.9,2023-10-09 16:52:47,Debit,San Antonio,D000605,216.32.4.105,M078,Online,160,1,596.16,2024-11-04 08:08:34,50407,-33837347.0,0,0.0,Low
112,TX000154,AC00442,496.03,2023-11-03 16:45:52,Debit,San Francisco,D000070,210.160.90.52,M009,Branch,265,1,12904.66,2024-11-04 08:09:41,38758,-31677829.0,0,0.0,Low
113,TX000155,AC00087,376.26,2023-02-15 16:41:11,Debit,Tucson,D000481,82.88.241.226,M081,ATM,245,1,9062.4,2024-11-04 08:09:58,26587,-54228527.0,0,0.0,Low
114,TX000159,AC00275,35.76,2023-09-19 17:38:18,Debit,Charlotte,D000678,111.78.64.133,M057,Branch,122,1,611.86,2024-11-04 08:11:40,97711,-35562802.0,0,0.0,Low
115,TX000160,AC00492,28.53,2023-05-31 16:37:39,Debit,Washington,D000310,215.97.143.157,M035,Online,99,1,8670.53,2024-11-04 08:06:30,14580,-45156531.0,0,0.0,Low
116,TX000162,AC00227,307.57,2023-01-09 16:12:01,Debit,Detroit,D000076,128.16.32.183,M049,Branch,285,1,5307.74,2024-11-04 08:06:33,35381,-57426872.0,0,0.0,Low
117,TX000164,AC00062,74.86,2023-08-14 17:43:17,Debit,Nashville,D000115,161.168.126.136,M028,Branch,125,1,6921.48,2024-11-04 08:07:39,82746,-38672662.0,0,0.0,Low
118,TX000165,AC00383,117.97,2023-11-24 18:51:32,Debit,Kansas City,D000281,198.39.35.23,M100,Branch,137,1,1475.46,2024-11-04 08:09:21,32948,-29855869.0,0,0.0,Low
119,TX000166,AC00182,231.91,2023-01-31 18:31:22,Debit,Memphis,D000371,161.71.2.223,M044,ATM,165,1,112.76,2024-11-04 08:12:15,90257,-55518053.0,0,0.0,Low
120,TX000167,AC00478,126.21,2023-02-14 16:07:01,Debit,Baltimore,D000001,141.121.30.32,M001,Branch,268,1,5669.66,2024-11-04 08:08:42,12901,-54316901.0,0,0.0,Low
121,TX000169,AC00202,304.35,2023-12-04 17:07:34,Debit,Houston,D000281,183.39.94.209,M007,Branch,36,1,4057.1,2024-11-04 08:08:45,21701,-28998071.0,0,0.0,Low
122,TX000170,AC00331,281.85,2023-05-16 17:26:37,Debit,Detroit,D000148,219.193.239.152,M013,ATM,109,1,1585.98,2024-11-04 08:07:38,13088,-46449661.0,0,0.0,Low
123,TX000171,AC00474,777.88,2023-03-20 16:58:12,Debit,Houston,D000436,139.23.212.102,M018,Branch,17,1,6825.55,2024-11-04 08:09:15,18879,-51376263.0,0,0.0,Low
124,TX000172,AC00268,119.18,2023-08-25 18:01:38,Debit,Los Angeles,D000309,7.105.184.86,M093,Branch,96,1,5516.5,2024-11-04 08:07:34,28520,-37721156.0,0,0.0,Low
125,TX000173,AC00247,177.19,2023-05-15 17:25:28,Debit,Chicago,D000666,130.92.201.49,M088,Online,43,1,5343.3,2024-11-04 08:06:30,38109,-46536062.0,0,0.0,Low
126,TX000174,AC00298,260.88,2023-05-29 16:50:10,Debit,Denver,D000327,184.59.28.72,M094,Branch,36,1,903.05,2024-11-04 08:06:52,73588,-45328602.0,0,0.0,Low
127,TX000175,AC00106,169.47,2023-03-22 16:10:14,Debit,Chicago,D000061,120.170.93.69,M046,Online,19,1,1806.16,2024-11-04 08:07:37,68277,-51206243.0,0,0.0,Low
128,TX000176,AC00035,73.23,2023-05-19 16:52:53,Debit,Portland,D000059,155.37.19.43,M022,Branch,14,1,787.74,2024-11-04 08:11:12,34309,-46192699.0,0,0.0,Low
129,TX000177,AC00363,1362.55,2023-02-10 18:07:07,Debit,El Paso,D000213,93.52.44.101,M001,ATM,106,1,2429.68,2024-11-04 08:11:05,71985,-54655438.0,1,2.0,Medium
130,TX000178,AC00273,792.57,2023-05-22 16:22:36,Debit,Baltimore,D000424,110.235.207.187,M059,ATM,164,1,770.37,2024-11-04 08:10:39,15478,-45935283.0,0,0.0,Low
131,TX000179,AC00156,237.06,2023-12-18 16:47:17,Debit,Phoenix,D000455,61.95.76.233,M049,Online,46,1,1182.77,2024-11-04 08:07:50,71635,-27789633.0,0,0.0,Low
132,TX000181,AC00036,740.25,2023-07-19 17:03:58,Debit,Philadelphia,D000030,1.198.76.182,M010,Online,123,1,14464.3,2024-11-04 08:08:27,32061,-40921469.0,0,0.0,Low
133,TX000182,AC00149,453.54,2023-04-19 16:36:03,Debit,Albuquerque,D000150,223.32.70.156,M017,ATM,82,1,12046.3,2024-11-04 08:12:06,37108,-48785763.0,0,0.0,Low
134,TX000183,AC00225,300.47,2023-11-13 16:11:52,Debit,Jacksonville,D000272,156.173.170.140,M065,Branch,100,1,7885.64,2024-11-04 08:08:00,93086,-30815768.0,0,0.0,Low
135,TX000185,AC00440,201.69,2023-01-03 16:46:36,Debit,Las Vegas,D000626,193.108.17.115,M019,ATM,299,1,7328.52,2024-11-04 08:10:16,79602,-57943420.0,0,0.0,Low
136,TX000186,AC00321,399.21,2023-01-30 16:15:49,Debit,Portland,D000301,30.229.179.194,M062,ATM,109,1,3210.39,2024-11-04 08:08:21,59633,-55612352.0,0,0.0,Low
137,TX000187,AC00099,1041.88,2023-09-06 16:44:02,Debit,Jacksonville,D000208,32.240.176.64,M032,Online,57,1,5726.2,2024-11-04 08:06:44,38510,-36688962.0,0,0.0,Low
138,TX000188,AC00258,630.36,2023-03-02 16:11:53,Debit,Mesa,D000091,200.22.195.243,M084,ATM,52,1,1363.65,2024-11-04 08:12:15,82304,-52934422.0,0,0.0,Low
139,TX000190,AC00113,215.9,2023-01-04 16:02:09,Debit,Los Angeles,D000414,147.119.62.178,M083,ATM,235,1,7873.28,2024-11-04 08:10:23,62951,-57859694.0,0,0.0,Low
